"CodeCatalogue","Country","Country","Measure Number","Measure name","Use or activity","Link to existing policies","KTMs it links to","Relevant targets","Descriptors it links to ","Relevant features from MSFD Annex III","Measure Impacts to","Spatial  scope_MSFD","Water body category","Spatial scope","Other (if applicable)","Origin of the measure","Nature of the measure","PORTS","SHIPPING","BOTH","Sector","accident management","administrative","air pollution","anchoring/mooring","awareness raising","ballast waters","construction","dredging","EU policies","hull fouling","international agreements","legislation/regulation","maintenence","marine litter","navigation","NIS","noise","pollution","regional sea convention","PSSA/ZMES","technical measures","waste management","water pollution","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","TEST",1,"1b (not related to WFD)","1b (related to WFD)",2,"2a","2b","unknown","TEST","Status Resume","Status (Text)"
"MSFD333","RO","Romania","RO-ME-011","The introduction of fish species and other species into the marine environment, irrespective of their provenance, is made with the approval of the central public authority responsible for fisheries and aquaculture and the central public authority responsible for the environment","Not specified","Not specified","Not specified","2.2.1 ","D2
","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD334","RO","Romania","RO-ME-012","The deliberate introduction into the marine environment of invasive species from outside the national territory is prohibited (exceptions exist)","Not specified","Habitats Directive
","Not specified","2.2.1","D2
","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD335","RO","Romania","RO-ME-014","Mandatory monitoring of ballast water and fouling for ships which deballast or carry out careening operations in ports","Not specified","CBD","Not specified","2.2.1","D2
","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD336","RO","Romania","RO-ME-030","Establishment of specialised installations for the proper collection, processing and treatment of sewage from ships and floating installations or from accidental spills, by administrators of maritime ports","Not specified","WFD;
Waste Framework Directive;
Directive 2000/59/EC on port reception facilities for ship-generated waste and cargo residues;
MARPOL agreement 73/78 ","Not specified","5.1.1;
5.1.2;
8.1.1;","D5, D8","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",0,0,1,"Ports and traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD337","RO","Romania","RO-ME-031","Equipping ports and potential polluters with means of intervention in cases of accidental pollution ","Not specified","WFD;
MARPOL agreement 73/78","Not specified","8.1.1","D8","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",0,0,1,"Ports and traffic",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD338","RO","Romania","RO-ME-033","Development and implementation of the takeover and management plan for ship-generated waste and/or cargo residue","Not specified","Directive 2000/59/EC on port reception facilities for ship-generated waste and cargo residues;
MARPOL agreement 73/78","Not specified","5.1.1;
8.1.1;
10.1.1;
10.1.2","D5, D8, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD339","RO","Romania","RO-ME-034","Ensuring the permanent provision and availability of port reception facilities for ship-generated waste and cargo residue and establishing a charging system for port reception facilities","Not specified","Directive 2000/59/EC on port reception facilities for ship-generated waste and cargo residues;
MARPOL agreement 73/78","Not specified","5.1.1;
8.1.1;
10.1.1;
10.1.2","D5, D8, D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD340","RO","Romania","RO-MN-020","Management and reduction of pollution from diffuse sources including atmospheric deposition","Not specified","WFD;
Nitrates Directive;
Directive 2001/81/EC on national emission ceilings for certain atmospheric pollutants","WFD02 Nutrients from agriculture
WFD03 Pesticides from agriculture
WFD14 Research and knowledge
WFD15 Phase out priority substances
WFD21 Urban and transport pollution
MSFD31 Contamination
MSFD33 Nutrient enrichment","1.1.1;
1.3.1;
3.1.1;
3.1.2.;
3.2.1;
3.2.2;
3.3.1;
4.3.1","D5, D8","Birds, 
Mammals, 
Fish,
","Species","Territorial waters;
EEZ 
","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,0,1,"Ports and traffic",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,1,"2b","Additional measures 2b"
"MSFD341","RO","Romania","RO-MN-021","Enhancing inspections of the use of ship cleaning areas in ports","Not specified","Waste Framework Directive;
Water Framework Directive (2000/60/EC);
Port Reception Facilities Directive 2000/59/EC;
MARPOL agreement;
agreement for the Protection of the Black Sea Against Pollution - Protocol on the Conservation of the Biodiversity and the Natural Environment of the Black Sea","MSFD29 Litter
MSFD31 Contamination","5.1.1;
8.1.1;
10.1.2","D5, D8, D10","Fish,
Birds;
Mammals,
Water column habitat,
Seabed habitats","Species and Habitats","Territorial waters;
EEZ 
","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,3,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD342","RO","Romania","RO-MN-024","Improvement of waste management from ships","Not specified","Waste Framework Directive;
Port Reception Facilities Directive 2000/59/EC;
MARPOL agreement;
agreement for the Protection of the Black Sea Against Pollution - Protocol on the Conservation of the Biodiversity and the Natural Environment of the Black Sea","EEZ MSFD29 Litter
MSFD31 Contamination","8.1.1;
10.1.2","D8, D10","Birds,
Mammals,
Fish,
Water column habitat,
Seabed habitats","Species and Habitats","Territorial waters","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD343","RO","Romania","RO-MN-028","Development of specific norms for noise levels produced by ships’ engines, in particular for ships operating in MPAs","Not specified","Habitats Directive;
EIA Directive;
SEA Directive","MSFD28 Energy inputs","1.1.1;
1.3.1;
1.4.1;
1.5.1;
4.3.1","D11","Mammals,
Birds","Species","Territorial waters;
EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD344","RO","Romania","RO-MN-029","Development of an impulsive noise register for the Romanian littoral of the Black Sea","Not specified","Habitats Directive;
EIA Directive;
SEA Directive","WFD14 Research and knowledge 
MSFD28 Energy inputs","1.1.1;
1.3.1;
1.4.1;
1.5.1;
4.3.1","D11","Mammals,
Birds","Species","Territorial waters;
EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD345","SE","Sweden","BALSE-M015
//
ANSSE-M015","ÅPH 15
The Swedish Environmental Protection Agency: to develop guidance for authorities, businesses and the public in general for managing and disposal of hazardous substances and biofouling on vessels.","Not specified","NA"," MSFD34, MSFD31"," C.1, B.1, B.2"," D1, D2, D4, D6, D8, D9"," Fish, Water column habitats, Seabed habitats","Species and Habitats","WFD Coastal Waters, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,6,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD346","SE","Sweden","BALSE-M016
//
ANSSE-M016","ÅPH 16
The Swedish Environmental Protection Agency: to distribute financing for supervision activities for contaminated sediments at sites of specific concern for the marine environment; to compile experiences from risk analysis and risk management of contaminated sediments; to work for including sediments to a larger extent in contaminated area assessments; to harmonize content and format of data on hazardous substances in marine sediments and to make these more accessible.","Not specified","NA"," WFD04"," B.1, B.2","D1, D4, D6, D8, D9 "," Fish, Seabed habitats","Species and Habitats","WFD Coastal Waters","Coastal","National",,"MSFD (Directive 2008/56/EC)","administrative",1,0,0,"Ports",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,5,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD347","SE","Sweden","BALSE-M017
//
ANSSE-M017","ÅPH 17
The Swedish Environmental Protection Agency, and the Swedish Transport Agency: to map the presence and sources for tributyltin (TBT) and its degradation products in the marine environment. Furthermore, investigate the need for further regulation with the aim of preventing the spread of TBT to the marine environment, and based on the above, to evaluate the need for further guidande to prevent spreading of TBT to the marine environment.","Not specified","NA"," MSFD31"," B.1, B.2"," D1, D4, D6, D8, D9"," Fish, Seabed habitats, Water column habitats","Species and Habitats","WFD Coastal Waters Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,5,0,0,0,1,0,0,0,1,2,"Additional Measures 2"
"MSFD348","SE","Sweden","BALSE-M041
//
ANSSE-M041","Regulation (EU) No 1143/2014 of the European Parliament and of the Council of 22 October 2014 on the prevention and management of the introduction and spread of invasive alien species","Not specified","N/A","MSFD34 Non-indigenous species","C.1, C.2","D1, D2","Fish, Water column habitats, 
Seabed habitats","Species and Habitats","Terrestrial part of MS, 
Coastal waters (WFD), 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD349","SE","Sweden","BALSE-M043
//
ANSSE-M043","Regulation (EC) No 782/2003 of the European Parliament and of the Council of 14 April 2003 on the prohibition of organotin compounds on ships","Not specified","N/A","MSFD31 Contamination","B.1, B.2","D8","Seabed habitats","Habitats","Coastal waters (WFD), 
Territorial waters, 
EEZ (or similar)","Other","National",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,"Adopted and Implemented 1a"
"MSFD350","SI","Slovenia","D1-D11: TU4","Payments for water pollution","Not specified",,,"All","All",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD351","SI","Slovenia","D2: DU1","Reduction of the risk of introducing harmful and pathogenic organisms via ballast water","Not specified",,,"D2-1 A system for the control of vectors and pathways of introduction of non-native species and a system for fast action are established so the risk of entry is minimal","D2",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",0,1,0,"Traffic",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD352","SI","Slovenia","D8: TU3","Prevention of pollution from maritime transport","Not specified",,,"D8-1 Achievement of good status and no deterioration of the state in relation to the concentrations of pollutants in water, sediment and biota. Concentrations of contaminants are compliant with the prescribed limits under the WFD (2000/60/EC) and EQSD (2008/105/EC)
D8-2 Values of measured biological impacts are stable or show a descending trend
D8-6 The introduction of general stress biomarkers and relevant biomarkers (e.g. TBTs), which measure specific responses to a group of pollutants
D8-7 To determine the sources of pollution by TBTs and to determine the relevant measures","D8",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD353","SI","Slovenia","D10: TU2","Prevention of the introduction of waste into the marine environment from sea-based sources","Not specified",,,"D10-1 Prevention of the introduction of waste into the marine environment from land and marine sources, and reduction of the amount of waste in the marine environment","D10",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD354","SI","Slovenia","D10: TU5","Implementation of Directive 2000/59/EC in relation to MARPOL Annex V – management of waste from ships","Not specified",,,"D10-1 Prevention of the introduction of waste into the marine environment from land and marine sources, and reduction of the amount of waste in the marine environment","D10",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD355","SI","Slovenia","D11: TU1","Limitation of noise emissions from recreational craft and private vessels in accordance with Directive 2013/53/EU ","Not specified",,,"D11-1 Regulation of sectors and/or activities which emit impulsive sound to reduce the intake of underwater noise","D11",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative",0,1,0,"Traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD356","SI","Slovenia","D11: TU2","Reduction of underwater noise in ports","Not specified",,,"D11-1 Regulation of sectors and/or activities which emit impulsive sound to reduce the intake of underwater noise
D11-2 Regulation of sectors and/or activities which emit continuous sound to reduce the intake of underwater noise","D11",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","technical measure",1,0,0,"Ports",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD357","SI","Slovenia","D11: DU1","Implementation of measures to reduce underwater noise, adopted in the framework of international agreements of the IMO","Not specified",,,"D11-1 Regulation of sectors and/or activities which emit impulsive sound to reduce the intake of underwater noise
D11-2 Regulation of sectors and/or activities which emit continuous sound to reduce the intake of underwater noise","D11",,"Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"2a","Additional measures 2a"
"MSFD358","UK","UK","Not specified","Control Nitrogen Oxides (NOx) emissions from ships through the national Merchant Shipping (Prevention of Air Pollution from Ships) Regulations 2008","Not specified","Not specified","Not specified","Not specified","D5","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD359","UK","UK","Not specified","Directive on ship-source pollution (2009/123/EC)","Not specified","Not specified","Not specified","Not specified","D8","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",0,1,0,"Traffic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD360","UK","UK","Not specified","Port Reception Facilities Directive and Port Reception Facilities Directive (2000/59/EC)","Not specified","Not specified","Not specified","Not specified","D10","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","not specified",1,0,0,"Ports",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD361","UK","UK","Not specified","Monitoring of underwater noise under the MSFD","Not specified","Not specified","Not specified","Not specified","D11","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD362","UK","UK","Not specified","Further monitoring activities on the impacts of underwater noise on marine species","Not specified","Not specified","Not specified","Not specified","D11","Not specified","Not specified","Not specified","Not specified ","Not specified ",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,0,1,"Ports and traffic",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,"1b","Adopted, not implemented 1b"
"MSFD363","UK","UK","ANSUK-M024-noni3","Measures to control non-indigenous species spread by commercial shipping through ballast water exchange and biofouling controls.","Not specified","OSPAR, IMO","MSFD34","Target_1_D2, Target_2_D2","D2","Fish, Cephalopods, Water column habitats, Seabed habitats","Species and Habitats","WFD TW, WFD CW, Territorial waters, EEZ","Other","National",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,"U","not specified"
"MSFD364","UK","UK","ANSUK-M032-eut2","Measures to reduce emissions of nutrients taken through the control of Nitrogen Oxides (NOx) emissions from ships through the Merchant Shipping (Prevention of Air Pollution from Ships) Regulations 2008 (as amended)","Not specified","National","MSFD33","Target_1_5.1.1, Target_2_5.2.1, Target_3_5.2.4, Target_4_5.3.1, Target_5_5.3.2","D1, D6, D5","Water column habitats","Habitats","EEZ, WFD CW, Territorial waters, CS beyond EEZ","Other","International",,"MSFD (Directive 2008/56/EC)","administrative, technical measure",0,1,0,"Traffic",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,"U","not specified"
